scenario_id,line_id,from_bus,to_bus,length_km,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,loading_percent
0,0,0,3,1.0,-152.37241685159782,184.22677331590967,152.37241685159782,-151.3044234399226,95.63000150462237
0,2,4,5,1.0,-99.9999999999996,-40.00000000000005,106.40742777974562,40.39288569108703,88.57069901156859
0,3,2,5,1.0,299.99999999999955,132.93036854661017,-299.9999999999995,-69.83546557779489,109.37726905935115
0,4,5,6,1.0,193.59257222025306,29.442579886707648,-188.32955072773615,-2.4587293600374522,140.1440477069271
0,5,6,7,1.0,98.32955072773558,-27.54127063996305,-97.2565445745099,24.51311894090038,45.58844103536359
0,6,7,1,1.0,-199.99999999999847,-120.35749567281482,199.99999999999847,161.6991250801101,102.87593075286104
0,7,7,8,1.0,297.2565445744716,95.84437673192308,-258.36064572750246,77.88745452482871,137.9989071241631
0,8,8,3,1.0,158.3606457275368,-112.88745452481712,-152.3724168515905,151.30442343992095,99.45590480124626
2,0,0,3,1.0,-177.2782309988804,170.9923130489235,177.27823099888042,-136.04873027956538,98.52182889728569
2,1,3,4,1.0,-109.91949192395955,99.61598587326937,114.74051141680268,-85.48024247542031,68.89581476264999
2,2,4,5,1.0,-214.74051139305183,45.480242486611075,242.69181564732133,48.272680128001454,176.15739098677156
2,3,2,5,1.0,412.99728771779644,160.8176115805321,-412.99728771779655,-45.710180160492285,147.73439524916154
2,4,5,6,1.0,170.30547204337637,-2.5624999594084983,-166.3728333204972,17.71099880545553,121.11510455176703
2,5,6,7,1.0,76.3728333240314,-47.71099880403171,-75.62691512563589,40.847411467667186,38.86122563783412
2,6,7,1,1.0,-104.46870525120342,-66.53118446170242,104.4687052512034,77.0640453785596,51.926991003864345
2,7,7,8,1.0,180.09562037301112,25.683772996521554,-168.14169151621113,8.780610624160225,76.84533677710913
2,8,8,3,1.0,68.14169151954312,-43.78061062096017,-67.35873906839251,36.43274440571475,36.96610662011126
4,0,0,3,1.0,-114.25213231519736,92.11638591927226,114.25213231519734,-79.7099344222752,58.704655070476186
4,1,3,4,1.0,-72.57585070334916,55.37986381096974,74.30659915774716,-59.60657086995737,42.088487106524994
4,2,4,5,1.0,-174.306599157747,19.60657086995747,189.32275478921218,14.061961979482533,129.43154443762947
4,3,2,5,1.0,305.0751144184941,65.94715574001265,-305.075114418494,-8.859122006447038,104.04051176112591
4,4,5,6,1.0,115.7523596292819,-5.202839973035793,-114.08197198807429,-0.3941506190345194,78.99703185148476
4,5,6,7,1.0,24.081971988074304,-29.60584938096583,-23.982435846954324,16.32391368607714,15.800422227135282
4,6,7,1,1.0,-125.61883201458446,-24.631077968045663,125.61883201458446,35.27116943689212,52.19064490907027
4,7,7,8,1.0,149.60126786153882,8.307164281968944,-141.98454761246543,2.1785277873123032,61.36451613121682
4,8,8,3,1.0,41.984547612465484,-37.178527787312234,-41.676281611848054,24.33007061130472,24.234365637624194
5,0,0,3,1.0,-241.98219363493746,267.4515357773432,241.98219363493746,-192.52216910634655,144.2695843349023
5,1,3,4,1.0,-117.14535492727518,103.87686182906725,123.1015159824075,-82.219950753344,76.20775572983278
5,2,4,5,1.0,-223.10151598239324,42.21995075335077,257.07111634179705,79.6082783507186,194.8180038028293
5,3,2,5,1.0,321.80418058772193,154.73551122609092,-321.80418058772193,-80.01991990630385,119.02427813878627
5,4,5,6,1.0,64.73306424590564,0.4116415555883144,-64.14261541853571,-13.128930146615492,47.81988688851246
5,5,6,7,1.0,-25.857384581462856,-16.871069853384018,25.937200696834545,4.982547772606992,13.53011887341047
5,6,7,1,1.0,-281.99323298709845,-85.49564590010458,281.9932329870984,149.08773009773682,127.59143213630632
5,7,7,8,1.0,256.0560322902472,80.51309812750111,-228.18772604833725,37.112544148087025,117.17133062750098
5,8,8,3,1.0,128.18772604834896,-72.11254414808101,-124.83683870764935,88.64530727727735,74.54375230368848
6,0,0,3,1.0,-179.97933462571888,152.9023334132562,179.97933462571888,-120.777843166868,94.46411759438345
6,1,3,4,1.0,-118.84265072980502,70.35036670137838,122.88969499077939,-61.12248973696292,62.89588467742179
6,2,4,5,1.0,-190.9304669238334,22.684890870798583,210.2656787554983,31.165430153110876,146.85022143126255
6,3,2,5,1.0,299.99999999998784,81.05827045011809,-299.9999999999878,-24.4679907300208,103.58595100385386
6,4,5,6,1.0,89.73432124428045,-6.697439423030573,-88.7117193504395,-4.051992476361946,61.934804848593764
6,5,6,7,1.0,8.826199385198738,-16.165214953767897,-8.810973973048505,2.5057286078710086,7.6832852531396645
6,6,7,1,1.0,-199.99999999999008,-40.895235554213066,199.99999999999008,68.8586845805641,84.60876403036377
6,7,7,8,1.0,208.81097397279248,38.389506946427375,-192.87872516369853,15.854138098105452,88.65633996231713
6,8,8,3,1.0,61.97755791446841,-57.40210036503774,-61.13668389572758,50.42747646547006,38.698786466181176
7,0,0,3,1.0,-248.2882827742134,353.09184129710115,248.28828277421337,-245.77099151905918,172.65962805637818
7,1,3,4,1.0,-120.31464913334634,140.91097350848162,129.60980781411666,-99.53537848385609,94.84337977616222
7,2,4,5,1.0,-229.60980781386695,59.53537848392335,276.69478702872664,123.0617907733334,229.44100887970316
7,3,2,5,1.0,377.3899532910765,237.36501446693737,-377.3899532910766,-120.88853288131024,148.61035067059186
7,4,5,6,1.0,100.69516626199312,-2.173257892009076,-99.16237074458252,-1.1154702101402307,75.54183179396398
7,5,6,7,1.0,9.162370744603683,-28.8845297898569,-9.093584515416822,17.797200020250717,13.839381578976662
7,6,7,1,1.0,-257.77324732848587,-128.13440217563283,257.7732473284859,192.92676761307072,128.78992799122102
7,7,7,8,1.0,266.86683184365694,110.33720215540797,-232.34197385712386,43.10996856980954,130.5056110930452
7,8,8,3,1.0,132.34197385727953,-78.10996856974529,-127.97363364066427,104.86001801053116,84.86932417282252
8,0,0,3,1.0,-144.34915691556006,203.44132034400582,144.34915691556006,-167.59969158689165,99.77979749471905
8,1,3,4,1.0,-139.74547049916765,170.74437439610358,150.7379579509335,-121.92909999210525,103.19141199098634
8,2,4,5,1.0,-250.73795786531474,81.92910001403554,299.9999998964725,107.80577326890675,233.9980067503054
8,3,2,5,1.0,299.99999999460135,179.4073545970772,-299.99999999460135,-107.80577325323185,116.51752318393991
8,5,6,7,1.0,-89.99999999987186,-29.999999999993904,90.84363748134926,23.751638171099675,40.64236436448314
8,6,7,1,1.0,-199.99999999991027,-44.91070387812858,199.99999999991024,73.26560987178392,85.19891979582653
8,7,7,8,1.0,109.15636251809762,21.159065707067743,-104.60819387358424,-24.392536485957343,48.623709607418014
8,8,8,3,1.0,4.608193874628146,-10.607463513865952,-4.603686396425007,-3.14468281478089,5.235259614847295
9,0,0,3,1.0,-221.87641502826244,249.28088480083852,221.87641502826244,-185.1317054308581,133.48863806205014
9,1,3,4,1.0,-121.2210506513635,124.4441690697477,128.4062876891095,-96.12869830645984,83.66430973799402
9,2,4,5,1.0,-228.4062876891002,56.12869830646271,265.9481446957514,82.08675367054971,204.4649680775874
9,3,2,5,1.0,421.6989160080249,207.68028194198948,-421.69891600802487,-78.19709183385882,156.68832306696675
9,4,5,6,1.0,155.75077131226215,-3.8896618366885463,-152.27981072790874,16.066673652739695,113.8383288125331
9,5,6,7,1.0,62.27981072791028,-46.06667365273923,-61.70902671189961,38.37030096633815,34.30737012730825
9,6,7,1,1.0,-160.99582646261706,-94.40547849451465,160.99582646261706,119.53576268080378,80.20818381991913
9,7,7,8,1.0,222.70485317451306,56.03517752817774,-202.61045583506487,21.56194416469078,99.58183945706094
9,8,8,3,1.0,102.61045583506723,-56.56194416468899,-100.6553643768953,60.687536361110034,57.2636457163481
10,0,0,3,1.0,-216.18801644042964,215.56327275692638,216.1880164404296,-161.87731774079066,122.11783359632511
10,1,3,4,1.0,-115.41675781151321,102.6270284987714,120.88228737047444,-84.36452566699906,73.14925169343196
10,2,4,5,1.0,-220.8822868267457,44.36452594552011,252.04811654964274,64.19725536866963,186.32819538497597
10,3,2,5,1.0,372.8594467114118,154.58484825797834,-372.85944671141175,-59.113351862629344,134.54476426201026
10,4,5,6,1.0,120.81132948848418,-5.083903345869537,-118.82360318838637,3.8444828641196693,86.18921961726213
10,5,6,7,1.0,28.823603237838743,-33.844482850688536,-28.665975299618065,22.17396211537539,19.230275321758537
10,6,7,1,1.0,-193.1017012066887,-72.52301852755846,193.1017012066887,102.37911201929367,87.42516762285403
10,7,7,8,1.0,221.767676213619,50.34905651381993,-202.62777129862997,21.55120247189616,97.14974565756526
10,8,8,3,1.0,102.62777148748076,-56.551202312277375,-100.77125829698333,59.25028919712045,55.8654411098599
11,0,0,3,1.0,27.32793476396065,23.989705067265277,-27.32793476396065,-23.228047613882943,14.545498094889137
11,1,3,4,1.0,7.023015534114446,15.72143780261752,-6.918654780213183,-30.17208574212665,12.85423823122667
11,2,4,5,1.0,-93.08134521265396,-9.827914246671442,96.74230660872207,-8.830352995431124,64.77865398271521
11,3,2,5,1.0,161.62980282274262,2.547282304727055,-161.62980282274262,12.765297234560897,53.88329137812381
11,4,5,6,1.0,64.8874962126073,-3.9349442388601474,-64.38432445276436,-12.573606811443145,44.14080972911437
